id,EAP,HPL,MWS
id02310,0.3073223518266395,0.20327186890861954,0.489405779264741
id24541,0.41432382681618046,0.3094859416603786,0.27619023152344097
id00134,0.3971110492877068,0.4004533764838369,0.20243557422845623
id27757,0.42927358326909487,0.41082606604932986,0.15990035068157527
id04081,0.535967968135958,0.21638527751302922,0.24764675435101274
id27337,0.42349400681751503,0.3385363984187168,0.23796959476376817
id24265,0.4053422348975888,0.41394067064212253,0.18071709446028866
id25917,0.29234998732201073,0.31482276097460465,0.39282725170338467
id04951,0.5866157909392129,0.27341125658780746,0.1399729524729797
id14549,0.4683124210953656,0.2087364027192316,0.32295117618540287
id22505,0.30829026988576935,0.3045009807868327,0.387208749327398
id24002,0.2898596281506865,0.477297327321532,0.23284304452778146
id18982,0.4182420171271118,0.3309918551543571,0.25076612771853124
id15181,0.3036666209560616,0.5217997864198067,0.17453359262413157
id21888,0.33647226213989334,0.31309837682719044,0.3504293610329162
id12035,0.21570574548412078,0.2224407055186527,0.5618535489972266
id17991,0.34915096824408803,0.25511337615258833,0.3957356556033236
id10707,0.6596625316546548,0.15638321271571803,0.18395425562962728
id07101,0.3068275829655427,0.3189594260774434,0.3742129909570138
id00345,0.3651038001988493,0.47409403770555153,0.16080216209559917
id05912,0.4581410594894612,0.26543628741103387,0.27642265309950503
id13443,0.5636892307086052,0.21506700058576558,0.22124376870562934
id09248,0.26810038923470525,0.29513137923878585,0.4367682315265089
id17542,0.5555555555555556,0.18518518518518517,0.25925925925925924
id06995,0.3719673374340358,0.2539835402791854,0.3740491222867787
id25159,0.5473120394473908,0.1670584899409733,0.28562947061163585
id25729,0.41741398542174624,0.36527468145512065,0.21731133312313308
id26949,0.4592255633863345,0.2542929483766771,0.2864814882369884
id27191,0.41694695579164326,0.2553213304782468,0.32773171373011006
id07668,0.4212186910638739,0.20781174075163716,0.37096956818448895
id02230,0.3231051504632829,0.34666218601971643,0.3302326635170007
id15553,0.507804025962265,0.23395670758359174,0.2582392664541433
id25688,0.2479237114712297,0.529100747716224,0.22297554081254645
id17545,0.6380393125067952,0.16624133737622665,0.19571935011697814
id13929,0.21580774180961101,0.3253580295864133,0.4588342286039757
id12880,0.3611040548629375,0.3157500531138737,0.3231458920231888
id19282,0.42557401909935466,0.24441647730553018,0.3300095035951151
id14690,0.17775321728536653,0.20319527736131934,0.6190515053533141
id17975,0.3024312413783172,0.4250463403311462,0.27252241829053664
id08037,0.4290554162930705,0.2119873289014386,0.3589572548054909
id15412,0.3130817740860704,0.20040657344592064,0.4865116524680089
id25032,0.33503401360544216,0.3001700680272109,0.3647959183673469
id27165,0.5419662692588997,0.19567247538983087,0.2623612553512695
id03327,0.38418486469516117,0.39224784596603135,0.2235672893388074
id18515,0.4142197171188775,0.27463941509539663,0.31114086778572586
id21003,0.359423527054341,0.2376873132567387,0.4028891596889203
id23855,0.3460613473824428,0.2739038711105698,0.38003478150698744
id20724,0.4451754385964912,0.21021303258145363,0.34461152882205515
id13303,0.431245294026782,0.2580203923145667,0.31073431365865123
id16521,0.239532193343279,0.32358609094560914,0.43688171571111195
id20775,0.5138824048783488,0.2947331778378535,0.19138441728379768
id13029,0.4743235808678966,0.2186845691168536,0.30699185001524987
id14660,0.4680479789739396,0.3133080390881417,0.21864398193791867
id11028,0.2251428919281609,0.10533433419750379,0.6695227738743352
id14180,0.5211856833278119,0.25965844603129973,0.2191558706408882
id25860,0.5394612047498981,0.2253973083315764,0.23514148691852554
id11910,0.3653194386166522,0.2819157622563196,0.35276479912702824
id08065,0.48170140485662377,0.2642672658246429,0.25403132931873335
id22674,0.3300642737849281,0.23335899720575662,0.4365767290093152
id25018,0.32119281804151717,0.2206550222201778,0.4581521597383049
id10892,0.36095194425763644,0.3713966757257042,0.26765138001665945
id10217,0.37829777379844476,0.4270844552188459,0.1946177709827094
id12996,0.4823529411764706,0.21176470588235294,0.3058823529411765
id18262,0.3599433111574845,0.3239997231524157,0.3160569656900999
id08606,0.268156499819364,0.49773184252962005,0.2341116576510159
id17233,0.7170634920634921,0.06468253968253967,0.21825396825396826
id00101,0.4837931795022932,0.22756837737724434,0.2886384431204625
id12225,0.6321484071484071,0.2195998445998446,0.14825174825174825
id01364,0.3362385743706935,0.42958072688923177,0.23418069874007483
id24973,0.45697345865328437,0.2632990139657742,0.27972752738094137
id25363,0.41702261511437816,0.23295978681514867,0.3500175980704733
id10061,0.38207883851409846,0.24786997991892992,0.37005118156697164
id17673,0.29225221788610534,0.44062383523127907,0.26712394688261554
id13249,0.6582781456953642,0.12764900662251655,0.2140728476821192
id10107,0.3209329549642793,0.26069678252327116,0.41837026251244946
id04403,0.4343089154893279,0.2506102120533157,0.3150808724573565
id25728,0.4476576965831418,0.296557018461324,0.25578528495553415
id16184,0.44800157999741713,0.23521190282291116,0.31678651717967166
id03438,0.19722701903872056,0.0767757958195581,0.7259971851417213
id22923,0.25863811903680145,0.6843032207582412,0.05705866020495735
id08610,0.5041475542068287,0.18863270488936565,0.30721974090380577
id25355,0.29960270369719216,0.2717187341337174,0.4286785621690904
id16916,0.4050876806584748,0.3586888249395248,0.23622349440200038
id12793,0.318720733965207,0.4583266860039176,0.22295258003087548
id11859,0.4033666481464961,0.25234855496755826,0.3442847968859457
id02434,0.5018004234375311,0.2633083827768121,0.23489119378565682
id27703,0.26940592502945093,0.24427655768595238,0.48631751728459666
id25212,0.33118596293161795,0.45804979068102303,0.2107642463873591
id11308,0.2690291215345551,0.29091239026528065,0.4400584882001642
id26094,0.521451979565793,0.257798586460253,0.22074943397395397
id22080,0.5392677673486562,0.38411126803397866,0.07662096461736512
id03545,0.5794535398705448,0.2853811075521428,0.13516535257731224
id23725,0.27947909550355793,0.31134642527625106,0.40917447922019096
id12009,0.5393187991372665,0.27057969978699103,0.1901015010757424
id24241,0.3436254927657514,0.2731409112679541,0.3832335959662945
id03596,0.32001481889921135,0.4662824108724049,0.21370277022838371
id10749,0.36667656037570934,0.36347228589998504,0.2698511537243057
id22794,0.29182291328346716,0.29775891764933454,0.41041816906719836
id15482,0.35013055270406435,0.3246975978120084,0.3251718494839273
id04833,0.4032951444697533,0.3557647939597345,0.24094006157051226
id00397,0.35677695338612797,0.19897685103075372,0.44424619558311834
