id,EAP,HPL,MWS
id02310,0.12877724107209385,0.1095132627215572,0.7617094962063489
id24541,0.9129508519867179,0.0002,0.08684914801328207
id00134,0.3971110492877068,0.4004533764838369,0.2024355742284562
id27757,0.42927358326909487,0.41082606604932986,0.15990035068157527
id04081,0.5359679681359579,0.21638527751302916,0.2476467543510127
id27337,0.650589356096921,0.2971850826248738,0.05222556127820509
id24265,0.40534223489758875,0.4139406706421225,0.18071709446028866
id25917,0.29234998732201073,0.31482276097460465,0.3928272517033846
id04951,0.5866157909392129,0.27341125658780746,0.1399729524729797
id14549,0.4683124210953656,0.20873640271923158,0.32295117618540287
id22505,0.3082902698857693,0.30450098078683263,0.38720874932739796
id24002,0.05,0.9,0.05
id18982,0.15654093055770457,0.12388466698967937,0.7195744024526161
id15181,0.05,0.9,0.05
id21888,0.9,0.05,0.05
id12035,0.05,0.05,0.9
id17991,0.34915096824408803,0.25511337615258833,0.3957356556033236
id10707,0.9450763178583418,0.037564425785891004,0.017359256355767225
id07101,0.30682758296554274,0.31895942607744343,0.3742129909570139
id00345,0.3651038001988493,0.47409403770555153,0.16080216209559917
id05912,0.45814105948946116,0.2654362874110338,0.276422653099505
id13443,0.5636892307086051,0.21506700058576556,0.2212437687056293
id09248,0.26810038923470525,0.29513137923878585,0.43676823152650884
id17542,0.05,0.9,0.05
id06995,0.3719673374340358,0.2539835402791854,0.3740491222867787
id25159,0.5473120394473909,0.16705848994097333,0.2856294706116359
id25729,0.4174139854217463,0.3652746814551207,0.21731133312313314
id26949,0.4592255633863346,0.25429294837667715,0.28648148823698844
id27191,0.4169469557916432,0.25532133047824673,0.32773171373011
id07668,0.4212186910638739,0.20781174075163716,0.37096956818448895
id02230,0.32310515046328286,0.3466621860197164,0.33023266351700065
id15553,0.507804025962265,0.23395670758359174,0.2582392664541433
id25688,0.24792371147122969,0.5291007477162238,0.2229755408125464
id17545,0.6380393125067951,0.16624133737622662,0.1957193501169781
id13929,0.215807741809611,0.32535802958641324,0.45883422860397566
id12880,0.3611040548629375,0.3157500531138737,0.3231458920231888
id19282,0.4255740190993547,0.2444164773055302,0.33000950359511516
id14690,0.17775321728536653,0.20319527736131932,0.6190515053533141
id17975,0.3024312413783172,0.4250463403311462,0.27252241829053664
id08037,0.42905541629307054,0.21198732890143862,0.35895725480549096
id15412,0.3130817740860704,0.20040657344592064,0.48651165246800887
id25032,0.33503401360544216,0.3001700680272109,0.3647959183673469
id27165,0.9,0.05,0.05
id03327,0.5517518592652392,0.4023797213136447,0.04586841942111608
id18515,0.41421971711887756,0.2746394150953967,0.3111408677857259
id21003,0.359423527054341,0.2376873132567387,0.4028891596889203
id23855,0.0002,0.8032105813799298,0.19658941862007012
id20724,0.4451754385964912,0.2102130325814536,0.34461152882205515
id13303,0.17584535636652085,0.0002,0.8239546436334791
id16521,0.23953219334327897,0.32358609094560914,0.4368817157111119
id20775,0.9,0.05,0.05
id13029,0.9,0.05,0.05
id14660,0.4680479789739397,0.31330803908814175,0.2186439819379187
id11028,0.05,0.05,0.9
id14180,0.9,0.05,0.05
id25860,0.9576536251015131,0.030036281371615046,0.012310093526871837
id11910,0.36531943861665217,0.28191576225631954,0.3527647991270282
id08065,0.48170140485662377,0.2642672658246429,0.25403132931873335
id22674,0.4552000601029638,0.08398668902148618,0.4608132508755499
id25018,0.3211928180415172,0.22065502222017783,0.458152159738305
id10892,0.05,0.9,0.05
id10217,0.2668307622008278,0.6534298699708595,0.07973936782831267
id12996,0.48235294117647054,0.21176470588235294,0.3058823529411765
id18262,0.35994331115748446,0.32399972315241565,0.31605696569009983
id08606,0.268156499819364,0.49773184252962005,0.23411165765101588
id17233,0.7170634920634921,0.06468253968253967,0.21825396825396826
id00101,0.48379317950229317,0.22756837737724428,0.28863844312046244
id12225,0.6321484071484071,0.2195998445998446,0.14825174825174825
id01364,0.33623857437069343,0.4295807268892317,0.2341806987400748
id24973,0.7922737919132894,0.07132693658527083,0.13639927150143982
id25363,0.4170226151143781,0.23295978681514865,0.3500175980704732
id10061,0.3820788385140984,0.2478699799189299,0.3700511815669716
id17673,0.2922522178861054,0.4406238352312791,0.2671239468826156
id13249,0.6582781456953642,0.12764900662251655,0.2140728476821192
id10107,0.02855841333715028,0.0002,0.9712415866628498
id04403,0.6972676407489907,0.1341152845159692,0.1686170747350401
id25728,0.4476576965831419,0.29655701846132404,0.2557852849555342
id16184,0.4480015799974172,0.23521190282291118,0.3167865171796717
id03438,0.19722701903872056,0.0767757958195581,0.7259971851417213
id22923,0.25863811903680145,0.6843032207582412,0.05705866020495735
id08610,0.5041475542068286,0.18863270488936562,0.3072197409038057
id25355,0.2996027036971922,0.27171873413371744,0.42867856216909045
id16916,0.4050876806584748,0.3586888249395248,0.23622349440200036
id12793,0.21855235663180533,0.628565177340088,0.15288246602810676
id11859,0.05,0.9,0.05
id02434,0.9782838023662407,0.021516197633759376,0.0002
id27703,0.05,0.05,0.9
id25212,0.49758031132218405,0.34409151195696064,0.15832817672085525
id11308,0.26902912153455516,0.2909123902652807,0.44005848820016424
id26094,0.521451979565793,0.257798586460253,0.22074943397395397
id22080,0.5392677673486562,0.38411126803397866,0.07662096461736512
id03545,0.5794535398705449,0.28538110755214285,0.13516535257731227
id23725,0.27947909550355793,0.31134642527625106,0.40917447922019096
id12009,0.5393187991372665,0.27057969978699103,0.1901015010757424
id24241,0.3436254927657514,0.2731409112679541,0.3832335959662945
id03596,0.3200148188992114,0.46628241087240496,0.21370277022838377
id10749,0.2689285027408369,0.5331568373757863,0.19791465988337667
id22794,0.2918229132834671,0.2977589176493345,0.4104181690671983
id15482,0.3501305527040643,0.32469759781200835,0.32517184948392724
id04833,0.4740054886219258,0.3136061777108938,0.21238833366718035
id00397,0.35677695338612797,0.19897685103075372,0.44424619558311834
id14691,0.07801039108123038,0.1151865410702208,0.8068030678485488
id05193,0.2864411731780287,0.23432372593327946,0.4792351008886918
id19541,0.4617266363963564,0.20915898261872465,0.3291143809849189
id22166,0.25614461388156146,0.2718815635172543,0.4719738226011842
id20744,0.05,0.05,0.9
id10392,0.28949491217156814,0.27290355639255376,0.437601531435878
id00770,0.4818753236244962,0.2700726517222749,0.2480520246532288
id06018,0.30524955123208886,0.46740800715869585,0.2273424416092154
id15678,0.4017542124530412,0.15722953165343825,0.4410162558935206
id08305,0.6519919517102616,0.26198524480214624,0.08602280348759221
id08903,0.05,0.05,0.9
id14752,0.4171407949117104,0.5567174093762332,0.026141795712056264
id12468,0.34141553103706007,0.4148466844668648,0.24373778449607503
id05085,0.367186981248258,0.3623767958458875,0.2704362229058545
id21993,0.3444655125455496,0.21393154972087722,0.44160293773357323
id15503,0.47759636029563574,0.3604949626326438,0.16190867707172057
id03021,0.11699219059591488,0.7694549725582487,0.11355283684583642
id16123,0.681915261763551,0.1835495812069407,0.13453515702950822
id19383,0.9569103412207287,0.032123638326796426,0.01096602045247483
id04186,0.9,0.05,0.05
id17954,0.05,0.05,0.9
id12030,0.32776754957166454,0.22454636734719374,0.4476860830811416
id13020,0.48643602177713186,0.3720922579558139,0.14147172026705418
id25327,0.2885859484278976,0.34340188930779025,0.3680121622643121
id16344,0.27762112598521654,0.29761659658216405,0.4247622774326194
id12303,0.3426129446541501,0.33539185634379615,0.32199519900205376
id15017,0.7370065483622315,0.19987098962864788,0.06312246200912057
id22308,0.23335641490104211,0.1354916034971753,0.6311519816017827
id06536,0.25562953818284173,0.24604176580266746,0.4983286960144908
id19797,0.2947340638018604,0.35219140558123607,0.3530745306169035
id06332,0.4283572567660405,0.3277455134204409,0.24389722981351847
id22941,0.3866708864816544,0.28796272861472194,0.3253663849036237
id13547,0.3089400574787772,0.28635151496332645,0.4047084275578964
id06928,0.05,0.05,0.9
id12521,0.447497481615974,0.33041211365692785,0.22209040472709812
id25716,0.35880624060815,0.25215239105453896,0.389041368337311
id27116,0.05,0.05,0.9
id19941,0.2453503778087315,0.49299315075048294,0.2616564714407855
id05711,0.0002,0.07784226555086735,0.9219577344491326
id02097,0.03063050495405191,0.10704403073831871,0.8623254643076294
id03563,0.29756059705007537,0.46316192542972134,0.23927747752020329
id02295,0.3055012702755521,0.3860660543287082,0.3084326753957397
id08179,0.647285273171639,0.18657439003672865,0.1661403367916323
id05332,0.1887322966662534,0.6033710866703268,0.2078966166634197
id15697,0.3647058122917251,0.2976128924097606,0.3376812952985143
id17026,0.2513811326699525,0.173418584521069,0.5752002828089784
id04243,0.4688152286417834,0.34974875976983394,0.18143601158838257
id13175,0.6994439402968468,0.16258210495809927,0.13797395474505397
id05387,0.5461396287386374,0.12772831086341563,0.32613206039794695
id19989,0.41961498388592094,0.29520598937128945,0.28517902674278967
id25173,0.3916996558431381,0.2857455405139776,0.3225548036428842
id08925,0.05,0.9,0.05
id03034,0.05,0.9,0.05
id13272,0.05,0.9,0.05
id07956,0.4538557712905433,0.23992693756528127,0.3062172911441754
id02648,0.05,0.05,0.9
id01778,0.37364510577346277,0.12423075356973723,0.5021241406568001
id12846,0.3051138208524153,0.19511070295645777,0.49977547619112694
id19001,0.9,0.05,0.05
id05763,0.4958008411271126,0.2535473839229277,0.2506517749499596
id15590,0.0002,0.002426037425468654,0.9973739625745314
id04912,0.4219820126361989,0.27684807357285646,0.3011699137909446
id21201,0.49877910067833536,0.2496757337643747,0.25154516555728995
id13215,0.8910408682238768,0.028307553660194114,0.08065157811592903
id15612,0.32933465909877746,0.41077424960842246,0.2598910912928002
id18501,0.20029115579359866,0.19123495659110978,0.6084738876152916
id07223,0.32825815197928326,0.42560928144326166,0.24613256657745514
id06707,0.9,0.05,0.05
id05238,0.21591560035448423,0.5929663056018428,0.19111809404367303
id00935,0.28255212581822975,0.26121313974184884,0.45623473443992135
id00110,0.7431253184886943,0.1432756930776794,0.11359898843362616
id17476,0.490636269786988,0.26586749623834577,0.2434962339746663
id15170,0.8870208473910111,0.06949956535196347,0.04347958725702545
id13397,0.35874075240082653,0.2662029032711682,0.3750563443280054
id24283,0.4167000543044467,0.2828644734948478,0.3004354722007055
id15234,0.573605186226181,0.2516535411505054,0.17474127262331374
id16884,0.38962206595180915,0.3094141603289506,0.3009637737192402
id07831,0.34657283704659037,0.4109951350431743,0.24243202791023544
id16038,0.532553341021964,0.25690161030019615,0.21054504867784
id03629,0.39023697744880503,0.28730585040307727,0.32245717214811764
id21019,0.4886233071145153,0.24822332139405312,0.2631533714914317
id21835,0.36537030709300833,0.29266469568217773,0.34196499722481394
id04480,0.27217889891326813,0.6577652203233064,0.07005588076342548
id20838,0.41308542982782853,0.33115115141058676,0.2557634187615847
id24195,0.42830817353461176,0.2906500747994016,0.28104175166598666
id05448,0.44881050356526137,0.2919591508959369,0.25923034553880187
id15957,0.15658954539618622,0.709301236790623,0.13410921781319088
id19956,0.25136963135753165,0.17028940635278458,0.5783409622896837
id15104,0.27960709374146336,0.3091464428816631,0.4112464633768735
id17559,0.3905856780406168,0.29466481607793793,0.3147495058814453
id16839,0.37970466955625526,0.2993959044962227,0.32089942594752213
id14493,0.401398953192564,0.2108161982923346,0.3877848485151015
id08833,0.42482996678650703,0.2404852746821574,0.3346847585313355
id15723,0.24269005847953215,0.25204678362573096,0.5052631578947369
id02716,0.49351133636433464,0.25467427949015553,0.2518143841455097
id06689,0.2789674035181971,0.486118480059188,0.23491411642261484
id18837,0.34601443388332626,0.304426536619166,0.3495590294975076
id04466,0.5033646470277906,0.2699586876657141,0.2266766653064951
id00686,0.46507380072324617,0.2669618359915148,0.26796436328523915
id09010,0.33452804994448837,0.5116792439575949,0.15379270609791676
id23353,0.4383704308936015,0.2928687491376621,0.26876081996873635
id00066,0.487581908575677,0.2349062487352559,0.27751184268906703
id15724,0.28762872069672546,0.45945162587187144,0.2529196534314031
id23486,0.3474800888224067,0.16171500998805086,0.49080490118954234
id22258,0.2970159811147535,0.2506945136329525,0.45228950525229394
id02292,0.37062861674350106,0.4587022023421241,0.17066918091437489
id16356,0.36578750744806154,0.22471987424647125,0.4094926183054672
id00235,0.5046872809259223,0.19854260532992948,0.29677011374414825
id25522,0.33144194941280825,0.19360752938192544,0.47495052120526643
id04204,0.05,0.9,0.05
id22016,0.3524904214559387,0.12452107279693485,0.5229885057471264
id06480,0.3640975746737394,0.3717206579808695,0.2641817673453911
id08718,0.05,0.05,0.9
id05251,0.2738790788791263,0.4889956378869879,0.23712528323388565
id03359,0.5079782971274777,0.27166984764143637,0.22035185523108586
id16117,0.033830942053189615,0.0002,0.9659690579468103
id17000,0.2640846243404926,0.5904906831665171,0.14542469249299017
id01730,0.37324379824575754,0.37886529629612514,0.24789090545811726
id00630,0.3677167574256113,0.3720987200019672,0.26018452257242153
id18175,0.30882917998665327,0.1961017009138229,0.49506911909952395
id00907,0.48777672818442247,0.2636554377409157,0.24856783407466182
id18251,0.32162151284546664,0.4862882351644485,0.19209025199008478
id25861,0.4435143288084464,0.28954248366013075,0.2669431875314228
id00398,0.4105605165913591,0.28776570453734845,0.3016737788712926
id27573,0.5738210242840776,0.1682894353340472,0.25788954038187534
id10022,0.05,0.9,0.05
id15901,0.32900409392809005,0.17450784226656754,0.49648806380534233
id00451,0.3058198457499862,0.2500557325859257,0.44412442166408805
id23129,0.22744436390570064,0.7723556360942994,0.0002
id26498,0.05,0.9,0.05
id14741,0.25137816204112895,0.5186934858641246,0.2299283520947464
id18453,0.3300528219088767,0.21371654285144936,0.45623063523967394
id08309,0.5111717675980295,0.22048282935699984,0.2683454030449707
id00320,0.502924850130725,0.24683796503439212,0.25023718483488294
id07688,0.303440164786711,0.2263424247121432,0.47021741050114574
